title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
SSIS-652,사진 대조 재번역본,930,"01:45:34,180 --> 01:49:18,750",224.57,아아아아아아아아아아아아아아…,이번이 첫 번째예요.,빨리?,반응형,,,,,45.0,80.0,50.0,78.0,55.0,0.9324,41.21,38.0,0.0,0.0,0.9934,아아아아아아아아…,아아아…,일본어 원문 대조 + 자연스러운 한국어 대사 교정,55.96,T3,화자·문맥·자연스러움 집중 검토,,100.0,74.46,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
SSIS-652,사진 대조 재번역본,126,"00:09:04,250 --> 00:09:04,270",0.02,대단해.,여기도 열대 구역인가 봐.,귀여워.,반말형,,,,,45.0,80.0,50.0,78.0,55.0,0.68104,42.0,38.0,70.0,0.0,1.0,대단해.,기분 좋네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,52.54,T3,화자·문맥·자연스러움 집중 검토,high_cps,99.91554054054053,72.44,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
SSIS-652,사진 대조 재번역본,15,"00:01:07,860 --> 00:01:13,900",6.04,"수족관에 가서 키스도 했는데, 조금 더 하고 싶었어요.","상대가 좋아하지 않으면 의미가 없으니까,
대화하면서 천천히 자극하는 편이에요.","몇 번 싸게 한 다음 욕실에서 같이 씻었어요.
이제 무리라는데도 한 번 더 해서 만족했어요.",중립·혼합형,,,,,45.0,80.0,50.0,78.0,59.0,0.9138,0.0,38.0,0.0,0.0,0.4938,더 하고 싶었어요.,조금 더 보고 싶었어요.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,48.0,T3,화자·문맥·자연스러움 집중 검토,,99.83108108108108,69.77,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-652,사진 대조 재번역본,1042,"02:12:32,440 --> 02:12:33,200",0.76,조금만 안에 넣어도 돼요.,잠깐 쉬어 갈게요.,조금만요.,반응형,,,,,45.0,80.0,50.0,78.0,59.0,0.91282,0.0,38.0,0.0,0.0,0.345,조금만 더 해 주세요.,조금만 더 해 줘.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,47.96,T3,화자·문맥·자연스러움 집중 검토,,99.74662162162163,69.71,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-652,사진 대조 재번역본,11,"00:00:40,680 --> 00:00:48,760",8.08,너무 거칠게 몰아붙이기보다는 상대 반응을 보면서 자극했던 것 같아요.,맞아요.,특별히 신경 쓰는 게 있나요?,중립·혼합형,,,,,45.0,80.0,50.0,78.0,55.0,0.90756,0.0,38.0,0.0,0.0,0.302,평소와 다른 반응을 보이는 것 같아요.,평소와는 반응이 좀 다른 것 같아요.,한국어 어순 자연화,47.5,T3,화자·문맥·자연스러움 집중 검토,,99.66216216216216,69.41,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-652,사진 대조 재번역본,1040,"02:12:17,600 --> 02:12:26,660",9.06,"안쪽은 내가 할 테니까,
바깥쪽을 계속 만져 줘.",어머.,잠깐 쉬어 갈게요.,중립·혼합형,,,타임스탬프 사진과 앞뒤 장면으로 대사 기능 복원,중간,38.0,78.0,50.0,78.0,66.0,0.87402,0.0,38.0,0.0,0.0,0.3537,안쪽에 넣을 테니 바깥쪽을 중심으로 해 주세요.,"안쪽은 내가 할 테니까, 바깥쪽을 계속 만져 줘.",타임스탬프 사진과 앞뒤 장면으로 대사 기능 복원,46.75,T3,화자·문맥·자연스러움 집중 검토,,99.5777027027027,68.94,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-652,사진 대조 재번역본,442,"00:50:38,840 --> 00:50:40,060",1.22,엄청 많이 썼다고 적혀 있네.,네.,엄청.,반말형,,,,,45.0,80.0,50.0,78.0,59.0,0.8758,0.0,38.0,0.0,0.0,0.2601,제대로 돼 있네.,제대로 가려지네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,46.4,T3,화자·문맥·자연스러움 집중 검토,,99.49324324324324,68.7,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-652,사진 대조 재번역본,1051,"02:13:49,120 --> 02:13:53,240",4.12,그대로 천천히 움직일게.,조금씩 더 깊이 해 볼게.,여기까지 들어갔어요.,중립·혼합형,,,타임스탬프 사진과 앞뒤 장면으로 대사 기능 복원,중간,38.0,78.0,50.0,78.0,66.0,0.85458,0.0,38.0,0.0,0.0,0.4013,천천히 해 줘.,"좋네. 잠깐, 어떻게 돼 있었지?",일본어 원문 + 타임스탬프 사진 + 장면 연속성,45.93,T3,화자·문맥·자연스러움 집중 검토,,99.40878378378379,68.39,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-652,사진 대조 재번역본,223,"00:26:12,600 --> 00:26:14,540",1.94,"그건 뭐, 조금 먹으면서 마셔.",아프다.,조금씩 마셔. 천천히.,반응형,,,,,45.0,80.0,50.0,78.0,55.0,0.86638,0.0,38.0,0.0,0.0,0.293,"뭐, 먹으러.",벌써부터 그러지 마.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,45.77,T3,화자·문맥·자연스러움 집중 검토,,99.32432432432432,68.26,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-652,사진 대조 재번역본,971,"02:05:10,870 --> 02:05:14,580",3.71,조금 쉬어 주세요.,계속 넓게 벌려 주세요.,와…,반응형,,,,,45.0,80.0,50.0,78.0,55.0,0.68027,42.0,38.0,0.0,0.0,1.0,조금 쉬어 주세요.,잠깐만요.,,45.51,T3,화자·문맥·자연스러움 집중 검토,,99.23986486486487,68.08,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
