title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
ABF-303,원문·사진 검증본,1,"00:00:17,070 --> 00:00:30,430",13.36,"오늘은 1박 2일 데이트예요.
곧 남자 배우분이 온다니 조금 긴장되네요.",,오늘 옷은 이런 느낌이에요.,중립·혼합형,,,,,88.0,90.0,50.0,78.0,12.0,0.63362,0.0,14.0,0.0,0.0,0.3008,차를 세웠는데도 긴장되네요.,차에 타니까 더 긴장되네요.,차량 장면과 문장 불일치 교정,29.57,T4,구조검사 통과 시 유지,,87.09935897435898,53.73,P3,말투·질문응답·가독성 위주 검토
ABF-303,원문·사진 검증본,2,"00:00:31,650 --> 00:00:33,810",2.16,오늘 옷은 이런 느낌이에요.,"오늘은 1박 2일 데이트예요.
곧 남자 배우분이 온다니 조금 긴장되네요.",잘 보이려나?,존댓말형,,,,,88.0,90.0,50.0,78.0,12.0,0.43817,0.0,14.0,0.0,0.0,0.455,뭔가 분위기가 달라진 느낌이에요.,분위기가 확 달라졌어요.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,21.36,T4,구조검사 통과 시 유지,,57.932692307692314,36.72,P4,회귀검사 통과 시 유지
ABF-303,원문·사진 검증본,3,"00:00:39,320 --> 00:00:48,520",9.2,잘 보이려나?,오늘 옷은 이런 느낌이에요.,치마는 엄청 짧은 미니스커트예요.,중립·혼합형,,,,,88.0,90.0,50.0,78.0,12.0,0.27474,0.0,14.0,0.0,0.0,0.2495,괜찮으려나? 왜? 잘 닦이고 있나?,괜찮으려나? 왜? 잘 닦이고 있어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,14.5,T4,구조검사 통과 시 유지,,25.0,18.91,P4,회귀검사 통과 시 유지
ABF-303,원문·사진 검증본,4,"00:00:50,480 --> 00:00:52,860",2.38,치마는 엄청 짧은 미니스커트예요.,잘 보이려나?,"- 안녕하세요. 오랜만이에요.
- 오랜만입니다.",존댓말형,,,,,88.0,90.0,50.0,78.0,12.0,0.48728,0.0,14.0,0.0,0.0,0.1158,엄청 귀여워.,매일 목욕해.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,23.43,T4,구조검사 통과 시 유지,,69.35096153846155,42.72,P3,말투·질문응답·가독성 위주 검토
ABF-303,원문·사진 검증본,5,"00:00:58,140 --> 00:01:02,080",3.94,"- 안녕하세요. 오랜만이에요.
- 오랜만입니다.",치마는 엄청 짧은 미니스커트예요.,키가 크셔서 금방 알아봤어요.,존댓말형,,,,,88.0,90.0,72.0,78.0,12.0,0.19215,0.0,14.0,0.0,0.0,0.3221,오랜만이네...,오랜만이네…,,11.03,T4,구조검사 통과 시 유지,,14.022435897435898,12.29,P4,회귀검사 통과 시 유지
ABF-303,원문·사진 검증본,6,"00:01:03,740 --> 00:01:05,420",1.68,키가 크셔서 금방 알아봤어요.,"- 안녕하세요. 오랜만이에요.
- 오랜만입니다.",더 예뻐지셨네요.,반응형,,,,,88.0,90.0,50.0,78.0,12.0,0.41134,0.0,14.0,0.0,0.0,0.2236,금방 하아 하고.,금방 숨이 가빠지네.,,20.24,T4,구조검사 통과 시 유지,,51.36217948717948,33.31,P4,회귀검사 통과 시 유지
ABF-303,원문·사진 검증본,7,"00:01:07,920 --> 00:01:09,580",1.66,더 예뻐지셨네요.,키가 크셔서 금방 알아봤어요.,예쁘시네요.,반말형,,,,,88.0,90.0,50.0,78.0,12.0,0.29662,0.0,14.0,0.0,0.0,0.1667,"아, 안녕하세요. 정말 아름다운 분이 와 주셨네요.","아, 안녕하세요. 정말 아름다운 분이 오셨네요.",첫 만남 대사 자연화,15.42,T4,구조검사 통과 시 유지,,28.445512820512818,20.89,P4,회귀검사 통과 시 유지
ABF-303,원문·사진 검증본,8,"00:01:11,200 --> 00:01:11,900",0.7,예쁘시네요.,더 예뻐지셨네요.,"오랜만입니다, 잘 부탁드려요.",반말형,,,,,88.0,90.0,50.0,78.0,12.0,0.16167,0.0,14.0,0.0,0.0,0.2486,성관계를 좋아하시네요.,섹스 좋아하시네요.,,9.75,T4,구조검사 통과 시 유지,,10.336538461538462,10.0,P4,회귀검사 통과 시 유지
ABF-303,원문·사진 검증본,9,"00:01:12,460 --> 00:01:13,560",1.1,"오랜만입니다, 잘 부탁드려요.",예쁘시네요.,직접 찍어 봐.,중립·혼합형,,,,,88.0,90.0,50.0,78.0,12.0,0.466,0.0,14.0,0.0,0.0,0.199,잘 부탁드립니다.,좋은 아침입니다.,,22.53,T4,구조검사 통과 시 유지,,64.90384615384616,40.33,P3,말투·질문응답·가독성 위주 검토
ABF-303,원문·사진 검증본,10,"00:01:14,600 --> 00:01:15,580",0.98,직접 찍어 봐.,"오랜만입니다, 잘 부탁드려요.",자주 찍으시나요?,반응형,,,,,88.0,90.0,50.0,78.0,12.0,0.33211,0.0,14.0,0.0,0.0,0.2938,직접 만지는 게 더 기분 좋아...,직접 만지는 게 더 기분 좋아…,,16.91,T4,구조검사 통과 시 유지,,34.455128205128204,24.28,P4,회귀검사 통과 시 유지
