title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
ABF-337,사진 대조 1차 교정본,155,"01:26:38,120 --> 01:27:07,170",29.05,안 돼.,뜨겁지?,그대로 두 팔을 위로 들어.,중립·혼합형,sub_0155_5198.1s.jpg,0.02,,,25.0,90.0,50.0,78.0,75.0,0.98623,42.0,66.0,25.0,0.0,1.0,안 돼.,"네, 놀랐어요.",타임스탬프 사진과 앞뒤 장면으로 대사 기능 복원,66.54,T2,후보 3개 생성 후 증거 기반 판정,long_duration_short_text,100.0,80.59,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-337,사진 대조 1차 교정본,81,"00:36:22,220 --> 00:36:22,240",0.02,서로 원하는 게 뭔지 생각해 봐요.,편하게 누워 계세요.,서두르지 말아요.,반말형,sub_0081_2182.2s.jpg,0.02,,,25.0,90.0,50.0,78.0,75.0,0.99613,0.0,66.0,70.0,0.0,0.3914,오늘은 서로 원하는 대로 해 보려고.,서로 하고 싶은 대로 해 보자.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,63.9,T2,후보 3개 생성 후 증거 기반 판정,high_cps,99.6951219512195,78.93,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-337,사진 대조 1차 교정본,157,"01:27:08,850 --> 01:29:08,770",119.92,으음.,그대로 두 팔을 위로 들어.,"미치겠네, 옆으로 돌아봐.",반응형,sub_0157_5228.9s.jpg,0.05,,,25.0,90.0,50.0,78.0,75.0,0.98892,0.0,66.0,25.0,0.0,0.4967,으음...,으음…,,59.09,T3,화자·문맥·자연스러움 집중 검토,long_duration_short_text,99.39024390243902,76.02,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-337,사진 대조 1차 교정본,216,"01:58:53,600 --> 01:58:53,660",0.06,천천히 움직여 줘요…,이쪽이랑 연결해 주세요.,입에 넣어 봐…,중립·혼합형,sub_0216_7133.6s.jpg,0.0,,,25.0,90.0,50.0,78.0,79.0,0.85112,3.24,66.0,70.0,0.0,0.677,천천히 움직여 줘요...,천천히 움직여 줘요…,,58.63,T3,화자·문맥·자연스러움 집중 검토,high_cps,99.08536585365853,75.62,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-337,사진 대조 1차 교정본,317,"02:26:39,310 --> 02:27:39,520",60.21,두 번째도 횟수를 세면서 해 볼게요.,이제 세 번째예요.,그렇게 횟수를 세는 거예요.,반말형,sub_0317_8799.3s.jpg,0.01,,,25.0,90.0,50.0,78.0,75.0,0.80674,25.01,66.0,0.0,35.0,0.8584,두 번째도 횟수를 세면서 해볼게요.,두 번째도 횟수를 세면서 해 볼게요.,,56.24,T3,화자·문맥·자연스러움 집중 검토,formality_jump,98.78048780487805,74.11,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-337,사진 대조 1차 교정본,311,"02:25:29,400 --> 02:25:29,500",0.1,기분이 좋아지면 몸이 뜨거워져.,그야 그렇지.,그럼 더 세게 해 봐.,반응형,sub_0311_8729.4s.jpg,0.0,,,25.0,90.0,50.0,78.0,75.0,0.78702,0.0,66.0,70.0,0.0,0.2032,"뜨거워져선, 느끼고 있다는 증거야.",뜨거워졌네. 느끼고 있다는 증거야.,한국어 자연화,55.11,T3,화자·문맥·자연스러움 집중 검토,high_cps,98.47560975609755,73.32,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-337,사진 대조 1차 교정본,149,"01:19:51,260 --> 01:19:52,740",1.48,마음에 드는 걸 골라 주세요.,아…,잠깐만요.,존댓말형,sub_0149_4791.3s.jpg,0.04,,,25.0,90.0,50.0,78.0,75.0,0.93407,0.0,66.0,0.0,0.0,0.3159,쉬어 주세요.,잠깐 쉬게 해 주세요.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,54.29,T3,화자·문맥·자연스러움 집중 검토,,98.17073170731707,72.72,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-337,사진 대조 1차 교정본,79,"00:35:20,190 --> 00:35:21,970",1.78,잠깐만요.,빨리 벗겨 주세요.,편하게 누워 계세요.,반응형,sub_0079_2120.2s.jpg,0.01,,,25.0,90.0,50.0,78.0,75.0,0.74903,42.0,66.0,0.0,0.0,1.0,잠깐만요.,조금만 기다려.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,54.08,T3,화자·문맥·자연스러움 집중 검토,,97.86585365853658,72.47,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-337,사진 대조 1차 교정본,202,"01:54:32,340 --> 01:54:36,220",3.88,앞쪽에 넣고 빼려니까 자극이 엄청나네요.,끝나면 세 번째로 넘어갈게요.,몸을 가누기가 힘드네요.,반말형,sub_0202_6872.3s.jpg,0.04,,,25.0,90.0,50.0,78.0,83.0,0.90332,0.0,66.0,0.0,0.0,0.5469,엄청나네요.,"와, 정말 크네요.",대형 선박 장면에 맞는 표현 교정,53.48,T3,화자·문맥·자연스러움 집중 검토,,97.5609756097561,71.99,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ABF-337,사진 대조 1차 교정본,320,"02:28:53,620 --> 02:28:55,840",2.22,발바닥을 붙이고 힘을 빼 주세요.,준비해 주세요.,밖에서 다른 사람이 볼 수도 있어요.,존댓말형,sub_0320_8933.6s.jpg,0.02,,,25.0,90.0,50.0,78.0,79.0,0.90892,0.0,66.0,0.0,0.0,0.4059,배에 힘을 주세요.,힘 줘.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,53.47,T3,화자·문맥·자연스러움 집중 검토,,97.2560975609756,71.86,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
