title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
ADN-503,화면 영문·사진 검증본,82,"00:18:50,630 --> 00:26:08,440",437.81,"아, 아, 아...","여기도 좋지, 사야?","잠깐, 아버님, 그만하세요.
이런 데서...",반응형,sub_0082_1130.1s.jpg,0.53,,,72.0,88.0,50.0,78.0,28.0,0.95677,42.0,24.0,0.0,0.0,1.0,"아, 아, 아...","아, 아, 아…",,53.26,T3,화자·문맥·자연스러움 집중 검토,,100.0,72.89,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ADN-503,화면 영문·사진 검증본,133,"00:57:54,430 --> 00:58:44,000",49.57,"아, 더…",대단해요.,"기분 좋다, 사야. 너도 기분 좋지?",반응형,sub_0133_3474.0s.jpg,0.43,장면·발화 기능 추론,중간,38.0,78.0,50.0,78.0,62.0,0.99371,0.0,24.0,25.0,0.0,0.5714,"조금만 더… 아, 기분 좋아…","조금만 더… 아, 좋아…",손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,51.8,T3,화자·문맥·자연스러움 집중 검토,long_duration_short_text,99.56709956709958,71.86,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-503,화면 영문·사진 검증본,98,"00:33:24,640 --> 00:33:24,920",0.28,빨리 핥아 줘.,빨리...,이렇게 해 봐.,반응형,sub_0098_2004.1s.jpg,0.54,화자 말투 자연화,중간,72.0,88.0,86.0,84.0,32.0,0.87868,15.73,24.0,37.14,0.0,0.7811,빨리 핥아 봐.,빨리 핥아 줘.,화자 말투 자연화,49.21,T3,화자·문맥·자연스러움 집중 검토,high_cps,99.13419913419914,70.18,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-503,화면 영문·사진 검증본,223,"01:55:35,530 --> 01:55:36,370",0.84,이대로면 계속 가 버릴 것 같아요.,저 정말 이상해져요...,"- 왜 그래?
- 키스해 주세요.",중립·혼합형,sub_0223_6935.1s.jpg,0.43,성인 장면 관용 표현 교정,중간,38.0,78.0,50.0,78.0,62.0,0.85652,0.0,24.0,25.0,0.0,0.3783,기쁠 것 같아요.,그러면 기쁠 것 같아요.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,46.03,T3,화자·문맥·자연스러움 집중 검토,borderline_cps,98.7012987012987,68.15,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-503,화면 영문·사진 검증본,62,"00:05:27,650 --> 00:05:27,770",0.12,아무 생각 하지 마.,이건 아무 생각 안 하는 건가?,돈 생각만 해라.,반응형,sub_0062_327.1s.jpg,0.55,,,72.0,88.0,50.0,78.0,28.0,0.74942,1.23,24.0,70.0,0.0,0.6603,하지 마.,잠깐만.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,44.22,T3,화자·문맥·자연스러움 집중 검토,high_cps,98.26839826839827,66.92,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-503,화면 영문·사진 검증본,208,"01:44:47,580 --> 01:44:49,040",1.46,기분 좋아요.,최고예요.,"저, 가게 해 주세요.",반응형,sub_0208_6287.1s.jpg,0.48,,,72.0,88.0,50.0,78.0,28.0,0.69955,42.0,24.0,0.0,18.0,1.0,기분 좋아요.,"아, 좋아요.",화면 영문 자막 대조,43.9,T3,화자·문맥·자연스러움 집중 검토,formality_shift,97.83549783549783,66.55,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-503,화면 영문·사진 검증본,144,"01:04:59,110 --> 01:05:49,680",50.57,네 몸이 그리웠다. 너도 만나고 싶었지? 어서 말해 봐.,"- 언제까지 있을 거냐?
- 오늘 저녁에는 돌아가요.","저도, 만나고 싶었어요.",반말형,sub_0144_3899.0s.jpg,0.11,,,72.0,90.0,50.0,78.0,28.0,0.89807,0.0,24.0,0.0,0.0,0.187,카메라 보고 말해 봐.,카메라 보고 얘기해 봐.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,43.24,T3,화자·문맥·자연스러움 집중 검토,,97.40259740259741,65.99,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-503,화면 영문·사진 검증본,160,"01:14:38,320 --> 01:14:46,240",7.92,애액이 잔뜩 나와서 맛있어 보이네.,"아버님, 잠깐만요.",기분 좋으세요?,반응형,sub_0160_4478.0s.jpg,0.32,,,72.0,88.0,50.0,78.0,28.0,0.83073,0.0,24.0,0.0,18.0,0.4166,조금 보이네.,조금은 보이는 것 같아.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,41.85,T3,화자·문맥·자연스러움 집중 검토,formality_shift,96.96969696969697,65.0,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-503,화면 영문·사진 검증본,153,"01:11:44,900 --> 01:11:46,400",1.5,거기도 씻어 줘.,기분 좋네.,여긴 지저분하네.,반응형,sub_0153_4304.1s.jpg,0.8,한국어 자연화,중간,72.0,88.0,50.0,84.0,32.0,0.84523,0.0,24.0,0.0,0.0,0.5779,거기도 더 해줘.,거기도 더 해 줘.,,41.26,T3,화자·문맥·자연스러움 집중 검토,,96.53679653679653,64.48,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-503,화면 영문·사진 검증본,136,"01:00:06,050 --> 01:00:06,890",0.84,이대로 키스해 줘요.,기분 좋아요.,아아아...,반말형,sub_0136_3606.0s.jpg,0.05,,,72.0,90.0,50.0,78.0,32.0,0.8426,0.0,24.0,0.0,0.0,0.3567,이대로 조금 더 해 주세요.,그대로 조금 더 해 줘.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,41.15,T3,화자·문맥·자연스러움 집중 검토,,96.1038961038961,64.23,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
