title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
ADN-622,사진 대조 1차 교정본,1,"00:01:12,510 --> 00:01:18,550",6.04,"유우 군, 일어나. 밥 다 됐어. 들어갈게.",,벌써 일어났어요.,중립·혼합형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.81507,0.0,66.0,0.0,0.0,0.2083,세 번째 자세로 넘어갈게.,이번엔 입으로 해 줘.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,49.29,T3,화자·문맥·자연스러움 집중 검토,,95.90288315629742,68.87,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-622,사진 대조 1차 교정본,2,"00:01:21,810 --> 00:01:22,970",1.16,벌써 일어났어요.,"유우 군, 일어나. 밥 다 됐어. 들어갈게.",고마워. 오늘도 힘내.,반응형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.61837,0.0,66.0,0.0,0.0,0.2231,"어, 벌써 느끼고 있잖아.","어, 벌써 좋아하고 있잖아.",,41.03,T3,화자·문맥·자연스러움 집중 검토,,62.9742033383915,50.25,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,3,"00:01:49,130 --> 00:01:50,790",1.66,고마워. 오늘도 힘내.,벌써 일어났어요.,그럼 다녀올게.,중립·혼합형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.65737,0.0,66.0,0.0,0.0,0.6273,고마워.,손으로 잡아 줘.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,42.67,T3,화자·문맥·자연스러움 집중 검토,,72.07890743550834,55.02,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,4,"00:01:50,790 --> 00:01:51,890",1.1,그럼 다녀올게.,고마워. 오늘도 힘내.,몇 시쯤 들어와?,중립·혼합형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.61773,0.0,66.0,0.0,0.0,0.2438,"그래도 제가 만들게요. 사 오시게요? 네, 다녀올게요. 죄송합니다.","제가 만들게요. 필요한 건 사 오실래요? 네, 다녀올게요. 죄송합니다.",화자 분리 및 대화 흐름 정리,41.0,T3,화자·문맥·자연스러움 집중 검토,,62.67071320182094,50.1,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,5,"00:01:52,230 --> 00:01:53,490",1.26,몇 시쯤 들어와?,그럼 다녀올게.,좀 늦을지도 모르니까 연락할게.,반응형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.64233,0.0,66.0,0.0,0.0,0.132,몇 마리야?,대충 몇 명?,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,42.04,T3,화자·문맥·자연스러움 집중 검토,,69.27162367223065,53.48,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,6,"00:01:54,730 --> 00:01:58,070",3.34,좀 늦을지도 모르니까 연락할게.,몇 시쯤 들어와?,기다릴게.,반말형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.78161,0.0,66.0,0.0,0.0,0.1617,이제 안 할게.,이제 안 애태울게.,,47.89,T3,화자·문맥·자연스러움 집중 검토,,91.57814871016691,66.24,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-622,사진 대조 1차 교정본,7,"00:01:58,470 --> 00:01:59,290",0.82,기다릴게.,좀 늦을지도 모르니까 연락할게.,잘 다녀와.,중립·혼합형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.4161,0.0,66.0,0.0,0.0,0.1024,기다려...,기다려…,,32.54,T4,구조검사 통과 시 유지,,23.823975720789075,28.88,P4,회귀검사 통과 시 유지
ADN-622,사진 대조 1차 교정본,8,"00:02:00,250 --> 00:02:01,370",1.12,잘 다녀와.,기다릴게.,"반년 전, 아버지가 재혼했다.",중립·혼합형,,0.05,,,25.0,90.0,50.0,78.0,75.0,0.3971,0.0,66.0,0.0,0.0,0.1656,잘 자.,조금만 천천히…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,31.74,T4,구조검사 통과 시 유지,,20.94081942336874,27.2,P4,회귀검사 통과 시 유지
ADN-622,사진 대조 1차 교정본,9,"00:02:01,610 --> 00:02:04,310",2.7,"반년 전, 아버지가 재혼했다.",잘 다녀와.,"새어머니인 쿠미 씨는 아버지가
경영하는 회사에서 경리였다고 한다.",반응형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.59379,0.0,66.0,0.0,0.0,0.2074,"반년 전, 마지막으로 이곳에 온 뒤로 기후가 조금 껄끄러워졌다.","반년 전 마지막으로 이곳에 온 뒤, 시아버지와 조금 어색해졌다.",문맥상 명백한 오역 교정,40.0,T3,화자·문맥·자연스러움 집중 검토,,56.373292867981796,46.88,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,10,"00:02:05,230 --> 00:02:11,610",6.38,"새어머니인 쿠미 씨는 아버지가
경영하는 회사에서 경리였다고 한다.","반년 전, 아버지가 재혼했다.",지금은 일을 그만뒀다.,반말형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.57294,0.0,66.0,0.0,0.0,0.1218,다음 주 중요한 현장에 쓸 자료를 어제 회사에서 스즈모리랑 둘이 야근하며 만들었지.,다음 주 중요한 현장에 쓸 자료를 어제 스즈모리와 둘이 야근하며 만들었지.,내레이션 어순 및 조사 교정,39.12,T3,화자·문맥·자연스러움 집중 검토,,50.986342943854325,44.1,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,11,"00:02:12,350 --> 00:02:15,570",3.22,지금은 일을 그만뒀다.,"새어머니인 쿠미 씨는 아버지가
경영하는 회사에서 경리였다고 한다.",전업주부로 지내고 있다.,반말형,,0.05,,,25.0,90.0,50.0,78.0,75.0,0.54097,0.0,66.0,0.0,0.0,0.4328,지금은 일을 그만둔 상태다.,지금은 일을 그만뒀다.,,37.78,T3,화자·문맥·자연스러움 집중 검토,,43.62670713201821,40.24,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,12,"00:02:15,890 --> 00:02:17,930",2.04,전업주부로 지내고 있다.,지금은 일을 그만뒀다.,아빠가 오늘 늦게 온대.,반말형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.57085,0.0,66.0,0.0,0.0,0.1772,맛있다.,바람 좋다.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,39.04,T3,화자·문맥·자연스러움 집중 검토,,50.682852807283766,43.93,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,13,"00:02:20,610 --> 00:02:21,310",0.7,아빠가 오늘 늦게 온대.,전업주부로 지내고 있다.,그래요?,반응형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.5953,0.0,66.0,0.0,0.0,0.1586,오늘 진짜 엄청 했네.,오늘 진짜 실컷 했네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,40.06,T3,화자·문맥·자연스러움 집중 검토,,57.056145675265554,47.2,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,14,"00:02:22,450 --> 00:02:23,570",1.12,그래요?,아빠가 오늘 늦게 온대.,저녁은 뭐 먹고 싶어?,중립·혼합형,,0.05,,,25.0,90.0,50.0,78.0,75.0,0.25415,0.0,66.0,0.0,0.0,0.2211,용기 내어 주실래요?,조금만 더 해 줄래요?,,25.73,T4,구조검사 통과 시 유지,,5.614567526555387,17.28,P4,회귀검사 통과 시 유지
ADN-622,사진 대조 1차 교정본,15,"00:02:24,950 --> 00:02:26,250",1.3,저녁은 뭐 먹고 싶어?,그래요?,오늘 학원이 있어서요.,반응형,,0.05,,,25.0,90.0,50.0,78.0,75.0,0.54723,0.0,66.0,0.0,0.0,0.3928,잘 빨고 싶어?,계속 빨고 싶어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,38.04,T3,화자·문맥·자연스러움 집중 검토,,45.220030349013655,41.06,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,16,"00:02:27,270 --> 00:02:29,630",2.36,오늘 학원이 있어서요.,저녁은 뭐 먹고 싶어?,그렇구나. 지망 대학은 정했니?,반응형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.60349,0.0,66.0,0.0,0.0,0.1632,오늘 진짜 엄청 했네.,오늘 진짜 실컷 했네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,40.41,T3,화자·문맥·자연스러움 집중 검토,,59.180576631259484,48.29,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,17,"00:02:32,270 --> 00:02:34,570",2.3,그렇구나. 지망 대학은 정했니?,오늘 학원이 있어서요.,아버지가 가라고 해서 다니는 것뿐이에요.,반말형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.64739,0.0,66.0,0.0,0.0,0.5381,그렇구나.,손 정말 잘 쓰네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,42.25,T3,화자·문맥·자연스러움 집중 검토,,69.95447647951441,53.89,P3,말투·질문응답·가독성 위주 검토
ADN-622,사진 대조 1차 교정본,18,"00:02:36,290 --> 00:02:36,870",0.58,아버지가 가라고 해서 다니는 것뿐이에요.,그렇구나. 지망 대학은 정했니?,그렇구나. 그래도 아직 시간은 있으니까.,반응형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.79502,0.0,66.0,70.0,0.0,0.2103,저는 엄청 비를 몰고 다니는 편인데 오늘은 맑아서 다행이에요. 도착했습니다.,저 원래 비를 몰고 다니는 편인데 오늘은 맑아서 다행이에요. 도착했네요.,,55.45,T3,화자·문맥·자연스러움 집중 검토,high_cps,99.69650986342944,74.03,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ADN-622,사진 대조 1차 교정본,19,"00:02:37,990 --> 00:02:40,150",2.16,그렇구나. 그래도 아직 시간은 있으니까.,아버지가 가라고 해서 다니는 것뿐이에요.,차 마실래?,반응형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.73313,0.0,66.0,0.0,0.0,0.5514,그렇구나.,손 정말 잘 쓰네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,45.85,T3,화자·문맥·자연스러움 집중 검토,,84.90136570561457,62.25,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ADN-622,사진 대조 1차 교정본,20,"00:02:44,680 --> 00:02:45,580",0.9,차 마실래?,그렇구나. 그래도 아직 시간은 있으니까.,"친어머니는 어릴 때 병으로 돌아가셔서
얼굴은 잘 기억 안 나지만 쿠미 씨와 닮았던 것 같다.",중립·혼합형,,0.02,,,25.0,90.0,50.0,78.0,75.0,0.38085,0.0,66.0,0.0,0.0,0.1193,내 물을 마실 수 있겠냐.,사야.,화면 영문 자막 대조,31.06,T4,구조검사 통과 시 유지,,18.057663125948405,25.6,P4,회귀검사 통과 시 유지
