title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
SSIS-908,사진 대조 재번역본,1,"00:00:18,780 --> 00:00:25,000",6.22,"아무도 없는데… 아니, 애초에 이런 게 끝날 리 없잖아…",,수고.,중립·혼합형,,,,,45.0,80.0,50.0,78.0,55.0,0.78477,0.0,38.0,0.0,0.0,0.2842,아무도 없어요.,아무도 안 보잖아.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,42.34,T3,화자·문맥·자연스러움 집중 검토,,85.22167487684729,60.35,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-908,사진 대조 재번역본,2,"00:00:39,330 --> 00:00:40,370",1.04,수고.,"아무도 없는데… 아니, 애초에 이런 게 끝날 리 없잖아…",다 끝나 가?,중립·혼합형,,,,,45.0,80.0,50.0,78.0,55.0,0.23768,0.0,38.0,0.0,0.0,0.1661,수고하셨어요.,기분 좋으세요?,성행위 장면과 충돌한 표현 교정,19.36,T4,구조검사 통과 시 유지,,10.591133004926109,15.68,P4,회귀검사 통과 시 유지
SSIS-908,사진 대조 재번역본,3,"00:00:45,910 --> 00:00:46,990",1.08,다 끝나 가?,수고.,"아니, 사장님이 까다로운 지부 변경 건을 맡겨서 아침까지 걸릴 것 같아.",중립·혼합형,,,,,45.0,80.0,50.0,78.0,55.0,0.49713,0.0,38.0,0.0,0.0,0.344,어디로 가?,여기?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,30.26,T4,구조검사 통과 시 유지,,42.857142857142854,35.55,P4,회귀검사 통과 시 유지
SSIS-908,사진 대조 재번역본,4,"00:00:47,910 --> 00:00:53,330",5.42,"아니, 사장님이 까다로운 지부 변경 건을 맡겨서 아침까지 걸릴 것 같아.",다 끝나 가?,괜히 미안하네.,반말형,,,,,45.0,80.0,50.0,78.0,55.0,0.92155,0.0,38.0,0.0,0.0,0.217,갈 것 같아.,진짜 갈 것 같아.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,48.08,T3,화자·문맥·자연스러움 집중 검토,,94.33497536945814,67.51,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-908,사진 대조 재번역본,5,"00:00:54,190 --> 00:00:55,270",1.08,괜히 미안하네.,"아니, 사장님이 까다로운 지부 변경 건을 맡겨서 아침까지 걸릴 것 같아.","아니, 딱히 네 탓은 아니니까.",반말형,,,,,45.0,80.0,50.0,78.0,55.0,0.45101,0.0,38.0,0.0,0.0,0.1569,그 아이를 줄 테니까 일해. 중고라 미안하지만.,안 돼… 이대로는…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,28.32,T4,구조검사 통과 시 유지,,37.19211822660098,32.05,P4,회귀검사 통과 시 유지
SSIS-908,사진 대조 재번역본,6,"00:00:56,250 --> 00:00:57,910",1.66,"아니, 딱히 네 탓은 아니니까.",괜히 미안하네.,그래도 이 회사에 소개해 준 건 나잖아.,반응형,,,,,45.0,80.0,50.0,78.0,55.0,0.75873,0.0,38.0,0.0,0.0,0.229,"아니, 뜨거워.",몸이 뜨거워.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,41.25,T3,화자·문맥·자연스러움 집중 검토,,81.03448275862068,57.96,P3,말투·질문응답·가독성 위주 검토
SSIS-908,사진 대조 재번역본,7,"00:00:58,850 --> 00:01:01,730",2.88,그래도 이 회사에 소개해 준 건 나잖아.,"아니, 딱히 네 탓은 아니니까.","아니, 일이 있다는 것만으로도 감사해야지.",반말형,,,,,45.0,80.0,50.0,78.0,55.0,0.80287,0.0,38.0,0.0,0.0,0.2659,질퍽질퍽 소리가 나잖아.,질척질척 소리 나잖아.,자연스러운 의성 표현으로 교정,43.1,T3,화자·문맥·자연스러움 집중 검토,,88.30049261083744,62.08,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-908,사진 대조 재번역본,8,"00:01:01,730 --> 00:01:05,230",3.5,"아니, 일이 있다는 것만으로도 감사해야지.",그래도 이 회사에 소개해 준 건 나잖아.,너는?,반응형,,,,,45.0,80.0,50.0,78.0,55.0,0.81514,0.0,38.0,0.0,0.0,0.1859,자지 핥은 것만으로 이렇게 되었잖아…,자지 좀 핥았다고 이렇게 됐잖아…,,43.62,T3,화자·문맥·자연스러움 집중 검토,,89.90147783251231,63.06,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-908,사진 대조 재번역본,9,"00:01:19,990 --> 00:01:20,610",0.62,너는?,"아니, 일이 있다는 것만으로도 감사해야지.",응?,중립·혼합형,,,,,45.0,80.0,50.0,78.0,55.0,0.24488,0.0,38.0,0.0,0.0,0.0469,너도.,너도 보여.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,19.66,T4,구조검사 통과 시 유지,,11.083743842364532,16.06,P4,회귀검사 통과 시 유지
SSIS-908,사진 대조 재번역본,10,"00:01:20,950 --> 00:01:21,110",0.16,응?,너는?,이름으로 불러야지.,반응형,,,,,45.0,80.0,50.0,78.0,55.0,0.15056,0.0,38.0,0.0,0.0,0.4358,응? 잠깐 기다려…,응? 잠깐만…,일본어 원문 대조 + 자연스러운 한국어 대사 교정,15.7,T4,구조검사 통과 시 유지,,4.1871921182266005,10.86,P4,회귀검사 통과 시 유지
