title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
ABF-338,사진 대조 1차 교정본,1,"00:00:28,990 --> 00:00:29,430",0.44,네.,,안녕하세요.,반말형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.1032,6.48,66.0,0.0,35.0,0.704,"네, 네.",네.,불필요한 반복 제거,23.36,T4,구조검사 통과 시 유지,formality_jump,7.9470198675496695,16.89,P4,회귀검사 통과 시 유지
ABF-338,사진 대조 1차 교정본,2,"00:00:29,430 --> 00:00:30,270",0.84,안녕하세요.,네.,치마가 엄청 짧네요.,존댓말형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.26602,0.0,66.0,0.0,35.0,0.5365,"아, 안녕하세요. 정말 아름다운 분이 와 주셨네요.","아, 안녕하세요. 정말 아름다운 분이 오셨네요.",첫 만남 대사 자연화,29.03,T4,구조검사 통과 시 유지,formality_jump,23.509933774834437,26.71,P4,회귀검사 통과 시 유지
ABF-338,사진 대조 1차 교정본,3,"00:00:32,810 --> 00:00:34,630",1.82,치마가 엄청 짧네요.,안녕하세요.,그러게요. 이거 좀 아슬아슬하죠?,반말형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.57162,0.0,66.0,0.0,18.0,0.169,엄청 해줘...,엄청 해 줘…,,40.51,T3,화자·문맥·자연스러움 집중 검토,formality_shift,65.06622516556291,50.82,P3,말투·질문응답·가독성 위주 검토
ABF-338,사진 대조 1차 교정본,4,"00:00:35,170 --> 00:00:38,070",2.9,그러게요. 이거 좀 아슬아슬하죠?,치마가 엄청 짧네요.,정말 뭔가 보일 것 같아요.,반응형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.75354,0.0,66.0,0.0,0.0,0.3279,아슬아슬했어.,아슬아슬하게 들어갔어.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,46.71,T3,화자·문맥·자연스러움 집중 검토,,84.43708609271523,62.56,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ABF-338,사진 대조 1차 교정본,5,"00:00:38,650 --> 00:00:40,890",2.24,정말 뭔가 보일 것 같아요.,그러게요. 이거 좀 아슬아슬하죠?,바로 본론으로 들어가도 될까요?,반응형,,0.05,,,25.0,90.0,50.0,78.0,75.0,0.67492,0.0,66.0,0.0,0.0,0.4458,기쁠 것 같아요.,그러면 기쁠 것 같아요.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,43.41,T3,화자·문맥·자연스러움 집중 검토,,75.66225165562915,56.96,P3,말투·질문응답·가독성 위주 검토
ABF-338,사진 대조 1차 교정본,6,"00:00:41,730 --> 00:00:43,030",1.3,바로 본론으로 들어가도 될까요?,정말 뭔가 보일 것 같아요.,네.,반응형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.59845,0.0,66.0,0.0,18.0,0.1573,이제 바로 누워.,일단 바로 누워.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,41.64,T3,화자·문맥·자연스러움 집중 검토,formality_shift,69.5364238410596,53.36,P3,말투·질문응답·가독성 위주 검토
ABF-338,사진 대조 1차 교정본,7,"00:00:43,230 --> 00:00:43,350",0.12,네.,바로 본론으로 들어가도 될까요?,오늘 좀 여쭤보고 싶은 게 있어서요.,반말형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.11039,6.48,66.0,25.0,18.0,0.704,"네, 네.",네.,불필요한 반복 제거,24.8,T4,구조검사 통과 시 유지,borderline_cps;formality_shift,11.42384105960265,19.18,P4,회귀검사 통과 시 유지
ABF-338,사진 대조 1차 교정본,8,"00:00:45,930 --> 00:00:48,410",2.48,오늘 좀 여쭤보고 싶은 게 있어서요.,네.,네.,중립·혼합형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.75778,0.0,66.0,0.0,0.0,0.1481,오늘 진짜 엄청 했네.,오늘 진짜 실컷 했네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,46.89,T3,화자·문맥·자연스러움 집중 검토,,84.60264900662253,62.73,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
ABF-338,사진 대조 1차 교정본,9,"00:00:48,410 --> 00:00:48,810",0.4,네.,오늘 좀 여쭤보고 싶은 게 있어서요.,오늘은 기승위에 관해 좀 여쭤보려고요.,반말형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.20058,6.48,66.0,0.0,0.0,0.704,"네, 네.",네.,불필요한 반복 제거,24.65,T4,구조검사 통과 시 유지,,10.927152317880795,18.89,P4,회귀검사 통과 시 유지
ABF-338,사진 대조 1차 교정본,10,"00:00:49,910 --> 00:00:53,870",3.96,오늘은 기승위에 관해 좀 여쭤보려고요.,네.,딱 들었을 때 기승위는 어떤 이미지예요?,반말형,,0.01,,,25.0,90.0,50.0,78.0,75.0,0.79484,0.0,66.0,0.0,0.0,0.2218,오늘은 서로 원하는 대로 해 보려고.,서로 하고 싶은 대로 해 보자.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,48.44,T3,화자·문맥·자연스러움 집중 검토,,88.90728476821192,65.44,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
