title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
ABF-338,사진 대조 1차 교정본,262,"00:26:10,530 --> 00:26:36,360",25.83,아…,기분 좋아요.,어…,반응형,,0.03,,,25.0,90.0,50.0,78.0,75.0,0.97415,13.09,66.0,25.0,0.0,0.7591,"싫어, 아… 아… 아…",싫어… 아… 아…,일본어 원문 대조 + 자연스러운 한국어 대사 교정,60.83,T2,후보 3개 생성 후 증거 기반 판정,long_duration_short_text,100.0,77.28,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,575,"01:48:49,100 --> 01:48:49,140",0.04,그래도 서로 원한 거잖아요.,그렇게 하면 너무 자극적이에요.,그렇게 말하면 더 힘들어져요.,반응형,,0.0,,,25.0,90.0,50.0,78.0,75.0,0.89618,0.0,66.0,70.0,0.0,0.295,그래도 기분은 좋아요.,그래도 기분 좋았어요.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,59.7,T3,화자·문맥·자연스러움 집중 검토,high_cps,99.83443708609272,76.56,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,504,"01:17:29,090 --> 01:17:29,270",0.18,엉덩이가 훤히 보여.,엉덩이가 다 보이네.,보여요.,중립·혼합형,,0.01,,,25.0,90.0,50.0,78.0,79.0,0.87804,0.0,66.0,70.0,0.0,0.4958,잘 안 보여.,"응, 그렇네.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,59.18,T3,화자·문맥·자연스러움 집중 검토,high_cps,99.66887417218543,76.19,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,554,"01:27:29,960 --> 01:28:19,580",49.62,으음…,아…,"좋아, 이대로 계속해 볼게요.",반응형,,0.04,,,25.0,90.0,50.0,78.0,75.0,0.9861,0.0,66.0,25.0,0.0,0.2655,"으음, 으음...","으음, 으음…",,58.98,T3,화자·문맥·자연스러움 집중 검토,long_duration_short_text,99.50331125827815,76.0,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,583,"01:50:18,680 --> 01:50:18,840",0.16,이걸 안에 넣어요.,시트를 깔아 둘게요.,허리를 작게 움직여요.,반응형,,0.02,,,25.0,90.0,50.0,78.0,79.0,0.83884,0.0,66.0,70.0,0.0,0.2511,이걸 끼우는 거야?,콘돔 끼는 거야?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,57.53,T3,화자·문맥·자연스러움 집중 검토,high_cps,99.33774834437085,75.09,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,386,"00:59:26,720 --> 00:59:26,880",0.16,침을 더 묻혀 줬으면 해?,침을 잔뜩 묻혀 주세요.,"네, 부탁해요.",반응형,,0.02,,,25.0,90.0,50.0,78.0,79.0,0.82135,0.0,66.0,70.0,0.0,0.5199,기억해 줬으면 해?,"여기, 기억해 줬으면 해요.",사진 장면 확인 및 한국어 번역투·ASR 오역 교정,56.8,T3,화자·문맥·자연스러움 집중 검토,high_cps,99.17218543046357,74.6,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,506,"01:18:57,440 --> 01:18:59,820",2.38,잠깐만 쉬게 해 주세요.,보여요.,조금만 쉬게 해 주세요.,반응형,,0.04,,,25.0,90.0,50.0,78.0,75.0,0.81332,42.0,66.0,0.0,0.0,1.0,잠깐만 쉬게 해 주세요.,"잠깐만, 그만해.",장면과 충돌한 표현 교정,56.78,T3,화자·문맥·자연스러움 집중 검토,,99.00662251655629,74.52,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,233,"00:15:04,860 --> 00:15:10,840",5.98,엉덩이가 움찔거리고 있어요. 진짜 부끄러워요.,"엉덩이 구멍이 보여서 부끄러워요.
정말 너무 부끄러워요.",영차.,반응형,,0.04,,,25.0,90.0,50.0,78.0,79.0,0.95934,0.0,66.0,0.0,0.0,0.5194,계속 움찔거리고 있어.,계속 움찔거리고 있네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,55.59,T3,화자·문맥·자연스러움 집중 검토,,98.84105960264901,73.76,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,361,"00:53:38,220 --> 00:53:42,860",4.64,핥아 주는 거 좋아해요? 좋아해요. 핥아 주세요.,기분 좋아?,기분 좋아?,반말형,,0.02,,,25.0,90.0,50.0,78.0,83.0,0.93765,0.0,66.0,0.0,0.0,0.4691,유두를 좋아해요.,젖꼭지를 좋아해요.,,54.92,T3,화자·문맥·자연스러움 집중 검토,,98.67549668874173,73.3,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
ABF-338,사진 대조 1차 교정본,142,"00:07:05,130 --> 00:07:08,090",2.96,이렇게 몸을 낮춘 채 앞뒤로 움직이는 게…,혼자 움직이려니 힘드네요.,좋아요.,중립·혼합형,,0.03,,,25.0,90.0,50.0,78.0,79.0,0.83467,25.17,66.0,0.0,0.0,0.8598,이렇게 몸을 낮춘 채 앞뒤로 움직이는 게...,이렇게 몸을 낮춘 채 앞뒤로 움직이는 게…,,54.89,T3,화자·문맥·자연스러움 집중 검토,,98.4271523178808,73.18,P1,장면 패킷을 열고 후보 3개를 생성해 반증 검토
