title,stage,block,timecode,duration_seconds,text,prev_text,next_text,style_profile,frame_file,frame_difference_seconds,basis,evidence_confidence,source_meaning_confidence,scene_fit_confidence,speaker_confidence,korean_naturalness,hallucination_risk,model_change_probability,rule_risk,provenance_risk,timing_risk,continuity_risk,error_memory_similarity,nearest_prior_bad_text,nearest_prior_correction,nearest_prior_basis,final_risk,tier,recommended_action,flags,relative_risk_percentile,priority_score,review_band,priority_action
SSIS-575,사진 대조 1차 교정본,1,"00:00:01,140 --> 00:00:04,140",3.0,안녕하세요. 잘 부탁드립니다.,,정말 오랜만이네요… 오랜만이에요.,존댓말형,sub_0001_1.1s.jpg,0.04,,,25.0,90.0,50.0,78.0,75.0,0.53312,11.84,66.0,0.0,0.0,0.7486,잘 부탁드립니다.,좋은 아침입니다.,,39.58,T3,화자·문맥·자연스러움 집중 검토,,70.73940486925157,52.67,P3,말투·질문응답·가독성 위주 검토
SSIS-575,사진 대조 1차 교정본,2,"00:00:05,200 --> 00:00:08,220",3.02,정말 오랜만이네요… 오랜만이에요.,안녕하세요. 잘 부탁드립니다.,"VR 촬영 때는 아직 풋풋한 느낌이었죠?
네, 그랬죠.",중립·혼합형,sub_0002_5.2s.jpg,0.0,,,25.0,90.0,50.0,78.0,75.0,0.48737,0.0,66.0,0.0,0.0,0.5145,오랜만이네...,오랜만이네…,,35.53,T3,화자·문맥·자연스러움 집중 검토,,53.71956717763751,43.17,P3,말투·질문응답·가독성 위주 검토
SSIS-575,사진 대조 1차 교정본,3,"00:00:08,900 --> 00:00:11,320",2.42,"VR 촬영 때는 아직 풋풋한 느낌이었죠?
네, 그랬죠.",정말 오랜만이네요… 오랜만이에요.,여성스러운 분위기가 정말… 많이 달라졌나요?,반말형,sub_0003_8.9s.jpg,0.0,화자 분리,높음,25.0,90.0,86.0,78.0,75.0,0.51561,0.0,22.0,0.0,18.0,0.1599,"네, 네.",네.,불필요한 반복 제거,22.4,T4,구조검사 통과 시 유지,formality_shift,12.736699729486023,18.34,P4,회귀검사 통과 시 유지
SSIS-575,사진 대조 1차 교정본,4,"00:00:13,160 --> 00:00:16,560",3.4,여성스러운 분위기가 정말… 많이 달라졌나요?,"VR 촬영 때는 아직 풋풋한 느낌이었죠?
네, 그랬죠.","이제 말도 잘하고, 뭔가…",존댓말형,sub_0004_13.2s.jpg,0.04,,,25.0,90.0,50.0,78.0,75.0,0.7264,0.0,66.0,0.0,18.0,0.2834,뭔가 분위기가 달라진 느낌이에요.,분위기가 확 달라졌어요.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,47.01,T3,화자·문맥·자연스러움 집중 검토,formality_shift,92.01983769161407,65.91,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-575,사진 대조 1차 교정본,5,"00:00:17,500 --> 00:00:20,000",2.5,"이제 말도 잘하고, 뭔가…",여성스러운 분위기가 정말… 많이 달라졌나요?,예전에는 말을 잘 못 했던 이미지가 있는데…,중립·혼합형,sub_0005_17.5s.jpg,0.0,,,25.0,90.0,50.0,78.0,75.0,0.64834,0.0,66.0,0.0,0.0,0.3179,한 번에 하자. 뭔가…,이제 자자. 불도 조금 어둡게 해 줘.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,42.29,T3,화자·문맥·자연스러움 집중 검토,,79.93688007213706,58.1,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-575,사진 대조 1차 교정본,6,"00:00:20,000 --> 00:00:22,760",2.76,예전에는 말을 잘 못 했던 이미지가 있는데…,"이제 말도 잘하고, 뭔가…",맞아요.,반말형,sub_0006_20.0s.jpg,0.0,,,25.0,90.0,50.0,78.0,75.0,0.79907,0.0,66.0,0.0,0.0,0.1187,저도 그런 말을 들어 보고 싶어요.,그런 말 들으면 기분 좋아요.,타임스탬프 사진과 앞뒤 장면으로 대사 기능 복원,48.62,T3,화자·문맥·자연스러움 집중 검토,,94.72497745716862,67.98,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-575,사진 대조 1차 교정본,7,"00:00:23,200 --> 00:00:23,820",0.62,맞아요.,예전에는 말을 잘 못 했던 이미지가 있는데…,그렇죠.,반응형,sub_0007_23.2s.jpg,0.0,,,25.0,90.0,50.0,78.0,75.0,0.32772,0.0,66.0,0.0,0.0,0.5197,몸을 생각하면 제대로 하는 게 맞아요.,몸에 무리가 가지 않게 제대로 해야 해요.,,28.82,T4,구조검사 통과 시 유지,,28.53922452660054,28.7,P4,회귀검사 통과 시 유지
SSIS-575,사진 대조 1차 교정본,8,"00:00:24,020 --> 00:00:24,420",0.4,그렇죠.,맞아요.,"이번 기획은 대략 전달받았을 텐데, 들으셨죠?",중립·혼합형,sub_0008_24.0s.jpg,0.02,,,25.0,90.0,50.0,78.0,75.0,0.28335,0.0,66.0,0.0,0.0,0.1036,그렇구나.,손 정말 잘 쓰네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,26.96,T4,구조검사 통과 시 유지,,23.038773669972947,25.31,P4,회귀검사 통과 시 유지
SSIS-575,사진 대조 1차 교정본,9,"00:00:25,080 --> 00:00:29,560",4.48,"이번 기획은 대략 전달받았을 텐데, 들으셨죠?",그렇죠.,한 달 정도 걸리는 장기 기획이라고…,중립·혼합형,sub_0009_25.1s.jpg,0.02,,,25.0,90.0,50.0,78.0,75.0,0.79453,0.0,66.0,0.0,0.0,0.1251,오늘 기획은 요즘 S1에서 하는 1박 2일 숙박물이죠.,오늘 기획은 요즘 S1에서 많이 하는 1박 2일 숙박 촬영이죠.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,48.43,T3,화자·문맥·자연스러움 집중 검토,,94.43192064923355,67.75,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
SSIS-575,사진 대조 1차 교정본,10,"00:00:30,680 --> 00:00:34,000",3.32,한 달 정도 걸리는 장기 기획이라고…,"이번 기획은 대략 전달받았을 텐데, 들으셨죠?",그 정도만 들었어요.,중립·혼합형,sub_0010_30.7s.jpg,0.02,,,25.0,90.0,50.0,78.0,75.0,0.67867,0.0,66.0,0.0,0.0,0.1242,평소에 어느 정도 하는 거야?,평소엔 얼마나 자주 해?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,43.56,T3,화자·문맥·자연스러움 집중 검토,,83.92696122633004,60.51,P2,앞뒤 5블록·사진·오류 기억을 함께 검토
